line,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,count
4105,,,,,,,1,2,,,,,131
4106,,,,,,,,,,,,,132
4107,,,,,,,2,2,1,,,,133
4108,,,,,,,,,,,,,134
4109,,,,,,2,1,,,,,,135
4110,1,,,1,2,1,,5,,1,,3,136
4111,1,,,,,,,1,1,1,,,137
4112,,,,,,,,,,,,,138
4113,2,1,1,1,5,3,1,6,3,3,5,2,139
4114,2,1,,3,,2,,2,,4,1,,140
4115,1,1,1,,4,2,2,3,,3,2,4,141
4116,1,,1,1,1,2,,2,2,4,3,2,142
4117,,,1,,,1,2,2,8,5,2,1,143
4118,,,,,,,,,,,,,144
4190,,,,,,,,,,,,,145
4199,,,,,,,1,,,,,,146
4201,,1,1,2,2,,1,1,1,1,1,2,147
4202,3,1,3,1,2,2,,4,1,2,2,3,148
4203,,,,1,,4,2,,,1,1,,149
4205,2,1,1,3,,3,2,5,,2,2,3,150
4206,,,,4,,2,1,6,3,2,1,2,151
4207,,,1,,,1,,,,1,,1,152
4208,,1,,1,2,1,,1,,1,1,,153
4209,,,1,,1,,1,,1,,1,,154
4210,1,1,1,3,1,2,1,,1,3,2,1,155
4211,,3,1,2,3,6,3,10,7,4,7,3,156
4212,1,,,1,1,1,,1,2,,2,2,157
4213,,,1,1,,,,1,1,,,,158
4228,,,,,,,,4,2,2,1,,159
4290,1,1,1,1,1,3,1,2,4,4,2,1,160
4299,,,,,,,,,,,,,161
4301,4,1,,1,,1,1,2,2,2,,,162
4302,,,1,1,1,1,1,2,2,7,6,3,163
4303,1,,,1,2,1,4,1,2,,1,2,164
4304,2,3,,4,5,3,3,3,2,7,7,2,165
4305,1,4,2,2,6,3,4,5,4,5,4,2,166
4306,2,2,2,2,1,1,1,3,1,3,,3,167
4307,2,3,4,3,2,3,2,2,2,1,1,1,168
4308,2,5,10,1,3,4,6,7,3,1,1,1,169
4309,,1,3,1,,1,3,3,3,2,3,3,170
4310,5,4,3,1,1,6,4,2,2,3,5,2,171
4311,2,3,3,5,6,3,4,9,3,7,8,11,172
4312,2,1,1,3,3,3,4,7,1,6,5,3,173
4313,1,,,,4,2,2,2,5,4,2,2,174
4331,,2,2,2,1,5,3,1,4,2,2,3,175
4399,,,,,,,,,,,,,176
4401,1,1,2,,1,,3,,2,2,,,177
4402,,,2,1,2,2,1,1,1,7,1,1,178
4403,,,1,,,1,1,1,1,2,1,4,179
4404,,,,,,,,,,,,,180
4405,,,1,,,,,,,,,,181
4406,,,,1,,2,,,1,1,1,1,182
4407,,,,,,,,,1,,,,183
4408,5,1,,6,5,4,5,1,4,3,2,4,184
4409,3,4,6,8,10,6,7,8,8,10,5,3,185
4412,1,1,2,1,3,,1,,1,1,,,186
4413,3,2,3,1,1,1,2,5,1,2,5,4,187
4414,2,2,2,2,2,2,1,1,2,,1,4,188
4415,,,3,,1,2,1,2,2,2,2,,189
4416,1,1,1,3,,2,,3,,2,2,2,190
4417,3,1,,,2,,1,2,2,3,1,,191
4418,1,1,,1,4,2,2,6,4,9,3,10,192
4419,,2,1,,1,5,5,5,4,1,4,3,193
4420,,,,,,,,,,,,,194
4451,,,,,,,,,,,,,195
4452,,,1,,,,,1,2,4,2,1,196
4453,,,1,2,4,1,3,1,5,2,,2,197
4499,,,,,,,,,,,,,198
4501,7,1,3,4,4,6,2,1,1,1,2,1,199
4502,2,2,2,6,6,1,4,5,10,14,6,9,200
4503,3,2,,4,1,5,5,4,6,2,8,4,201
4504,,,,3,2,1,1,2,,2,3,,202
4505,1,,,1,2,,3,1,5,,,,203
4506,1,1,1,,1,,,1,3,,,2,204
4507,4,,5,1,3,3,2,8,10,5,3,3,205
4508,2,8,3,3,2,3,4,5,10,5,15,9,206
4509,2,3,9,7,8,3,5,9,4,4,8,2,207
4510,1,2,3,2,5,3,7,6,,5,4,2,208
4511,3,,,4,5,4,1,,,3,2,2,209
4512,4,4,2,4,1,2,3,3,4,3,8,2,210
4513,6,5,3,4,2,1,1,4,2,4,4,3,211
4514,1,,1,1,4,1,1,2,1,1,,2,212
4599,,,,,,,,,,,,,213
4601,,,,,,,,,,,,,214
4602,,,,,,,,,,,,,215
4690,,,,,1,1,,1,,,4,,216
5001,,,,,,,1,,2,,2,1,217
5002,,2,,2,1,,1,2,1,4,5,4,218
5003,,,,,,,,,,,,,219
5101,,,,1,1,1,1,6,5,6,3,1,220
5103,,,2,,2,1,1,,1,2,2,2,221
5104,,,,,,,,,,,,,222
5105,,,,1,,,,,,,,,223
5106,,,,,,,,,,,,,224
5107,,,,,,,,,,,,,225
5108,,,,,,,,1,,,,,226
5109,,,,,,,,,,,,,227
5110,,1,2,,1,1,2,3,2,2,2,2,228
5111,,,,,,,1,1,2,1,,,229
5113,1,1,2,1,1,2,1,2,2,2,4,1,230
5114,,1,,,3,2,3,2,,2,2,4,231
5115,,,,1,,2,2,1,1,1,1,1,232
5116,,,,,1,,1,1,2,3,1,1,233
5117,1,1,,1,1,1,4,7,2,1,8,2,234
5118,,,,,,,,,,,,,235
5119,1,,1,,,1,3,,1,1,2,4,236
5120,,,,,,,3,4,3,8,5,1,237
5134,,,,,,,,,,,,,238
5199,,1,,,,,,,,,1,,239
5201,2,4,3,3,1,1,5,7,4,5,7,1,240
5202,4,2,9,6,9,6,6,5,4,2,5,1,241
5203,2,2,4,4,4,8,13,13,8,10,7,8,242
5204,5,4,7,12,7,2,1,8,6,6,5,1,243
5222,3,,7,5,2,3,3,5,9,3,6,7,244
5223,9,9,10,12,7,12,12,17,13,10,5,1,245
5224,4,1,11,5,4,4,5,12,11,13,8,5,246
5226,8,5,3,2,7,8,4,3,9,8,5,7,247
5227,5,2,1,6,8,3,11,7,9,6,5,3,248
5299,,,,,,,,,1,,,,249
5301,,,,,,,,,,,,,250
5303,,,2,,2,1,3,4,2,6,,,251
5304,,,,,,,,,,,,,252
5305,,,,,,,1,,,,,,253
5306,,,,,,,,1,,,,,254
5307,,,,,,,,,,,,,255
5308,,,,,,,,,,,,,256
5309,,,,,,,,1,,,,,257
5323,,,,,1,,3,1,,,,,258
5325,,,,,,,,,,,,,259
5326,,,,,,,,,,2,1,,260
5328,,,,,,,,,,,,,261
5329,,,,,,,,,,,,,262
5331,,1,,1,,1,,1,2,,,,263
6101,,,,,,,,,,,,,264
6103,,,,,,,,,,,,,265
6104,,,,,,,,,,,,,266
6105,,,,,,,,,,,,,267
6106,,,,,,,,,,,,,268
6107,,,,,,,,,,,,,269
6108,,,,,,,1,,,,,,270
6109,,,,,,,,,,,,,271
6110,,1,,,,,,,,,,,272
6111,,,,,,,,,,,,,273
6190,,,,,,,,,,,,,274
6199,,,,,,,,,,,,,275
6205,,,,,,,,,,,,,276
6208,,,,,,,,,,,,,277
6210,,,,,,,,,,,,,278
6323,,,,,,,,,,,,,279
6326,,,,,,,,,,,,,280
6401,,,,,,,,,,,,,281
6402,,,,,,,,,,,,,282
6403,,,,,,,,,,,,,283
6404,,,,,,,,,,,,,284
6502,,,,,,,,,,,,,285
6540,,,,,,,,,,,,,286
6542,,,,,,,,,,,,,287
